"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20203","A","골목상권","3110504","명지전문대","24","118","42","3","1","","49","107","6","2","","","","59","139983574"
"20202","A","골목상권","3110504","명지전문대","24","118","42","3","1","","49","107","6","2","","","","59","139983574"
"20201","A","골목상권","3110504","명지전문대","24","118","42","3","1","","49","107","6","2","","","","59","139983574"
"20194","A","골목상권","3110504","명지전문대","24","118","42","3","1","","49","107","6","2","","","","59","139983574"
"20224","A","골목상권","3110482","연신초등학교","26","186","40","12","","","36","160","42","","","","","54","150857051"
"20223","A","골목상권","3110482","연신초등학교","27","192","40","12","","","38","164","42","","","","","54","149850705"
"20222","A","골목상권","3110482","연신초등학교","27","192","40","12","","","38","164","42","","","","","54","149850705"
"20221","A","골목상권","3110482","연신초등학교","27","192","40","12","","","38","164","42","","","","","54","149850705"
"20214","A","골목상권","3110482","연신초등학교","27","192","40","12","","","38","164","42","","","","","54","149850705"
"20213","A","골목상권","3110482","연신초등학교","28","203","70","12","","","48","220","17","","","","","54","132100391"
"20212","A","골목상권","3110482","연신초등학교","28","203","70","12","","","48","220","17","","","","","54","132100391"
"20211","A","골목상권","3110482","연신초등학교","28","203","70","12","","","48","220","17","","","","","54","132100391"
"20204","A","골목상권","3110482","연신초등학교","28","203","70","12","","","48","220","17","","","","","54","132100391"
"20203","A","골목상권","3110482","연신초등학교","28","203","70","12","","","48","220","17","","","","","54","132100391"
"20202","A","골목상권","3110482","연신초등학교","28","203","70","12","","","48","220","17","","","","","54","132100391"
"20201","A","골목상권","3110482","연신초등학교","28","203","70","12","","","48","220","17","","","","","54","132100391"
"20194","A","골목상권","3110482","연신초등학교","28","203","70","12","","","48","220","17","","","","","54","132100391"
"20224","A","골목상권","3110532","아현역 2번","26","97","109","1","","","","1","31","36","48","79","12","62","458084540"
"20223","A","골목상권","3110532","아현역 2번","26","97","109","1","","","","1","31","36","48","79","12","62","458084540"
"20222","A","골목상권","3110532","아현역 2번","26","97","109","1","","","","1","31","36","48","79","12","62","458084540"
"20221","A","골목상권","3110532","아현역 2번","26","97","109","1","","","","1","31","36","48","79","12","62","458084540"
"20214","A","골목상권","3110532","아현역 2번","26","97","109","1","","","","1","31","36","48","79","12","62","458084540"
"20213","A","골목상권","3110532","아현역 2번","27","111","114","2","","","1","72","96","58","","","","61","247373710"
"20212","A","골목상권","3110532","아현역 2번","27","111","114","2","","","1","72","96","58","","","","61","247373710"
"20211","A","골목상권","3110532","아현역 2번","27","111","114","2","","","1","72","96","58","","","","61","247373710"
"20204","A","골목상권","3110532","아현역 2번","27","111","114","2","","","1","72","96","58","","","","61","247373710"
"20203","A","골목상권","3110532","아현역 2번","27","111","114","2","","","1","72","96","58","","","","61","247373710"
"20202","A","골목상권","3110532","아현역 2번","27","111","114","2","","","1","72","96","58","","","","61","247373710"
"20201","A","골목상권","3110532","아현역 2번","27","111","114","2","","","1","72","96","58","","","","61","247373710"
"20194","A","골목상권","3110532","아현역 2번","27","111","114","2","","","1","72","96","58","","","","61","247373710"
"20224","A","골목상권","3110533","충정로역 7번","4","14","3","","","","","2","3","4","5","3","","47","370800000"
"20223","A","골목상권","3110533","충정로역 7번","4","14","3","","","","","2","3","4","5","3","","47","370800000"
"20222","A","골목상권","3110533","충정로역 7번","4","14","3","","","","","2","3","4","5","3","","47","370800000"
"20221","A","골목상권","3110533","충정로역 7번","4","14","3","","","","","2","3","4","5","3","","47","370800000"
"20214","A","골목상권","3110533","충정로역 7번","4","14","3","","","","","2","3","4","5","3","","47","370800000"
"20213","A","골목상권","3110533","충정로역 7번","6","30","3","","","","18","5","8","2","","","","36","151891667"
"20212","A","골목상권","3110533","충정로역 7번","6","30","3","","","","18","5","8","2","","","","36","151891667"
"20211","A","골목상권","3110533","충정로역 7번","6","30","3","","","","18","5","8","2","","","","36","151891667"
"20204","A","골목상권","3110533","충정로역 7번","6","30","3","","","","18","5","8","2","","","","36","151891667"
"20203","A","골목상권","3110533","충정로역 7번","6","30","3","","","","18","5","8","2","","","","36","151891667"
"20202","A","골목상권","3110533","충정로역 7번","6","30","3","","","","18","5","8","2","","","","36","151891667"
"20201","A","골목상권","3110533","충정로역 7번","6","30","3","","","","18","5","8","2","","","","36","151891667"
"20194","A","골목상권","3110533","충정로역 7번","6","30","3","","","","18","5","8","2","","","","36","151891667"
"20224","A","골목상권","3110565","홍익대","50","409","57","2","1","","178","225","59","7","","","","44","130919609"
"20223","A","골목상권","3110565","홍익대","50","409","57","2","1","","178","225","59","7","","","","44","130919609"
"20222","A","골목상권","3110565","홍익대","50","409","57","2","1","","178","225","59","7","","","","44","130919609"
"20221","A","골목상권","3110565","홍익대","50","409","57","2","1","","178","225","59","7","","","","44","130919609"
"20214","A","골목상권","3110565","홍익대","50","409","57","2","1","","178","225","59","7","","","","44","130919609"
"20213","A","골목상권","3110565","홍익대","50","467","67","5","1","","278","212","47","3","","","","46","119774507"
"20212","A","골목상권","3110565","홍익대","50","467","67","5","1","","278","212","47","3","","","","46","119774507"
"20211","A","골목상권","3110565","홍익대","50","467","67","5","1","","278","212","47","3","","","","46","119774507"
"20204","A","골목상권","3110565","홍익대","50","467","67","5","1","","278","212","47","3","","","","46","119774507"
"20203","A","골목상권","3110565","홍익대","50","467","67","5","1","","278","212","47","3","","","","46","119774507"
"20202","A","골목상권","3110565","홍익대","50","467","67","5","1","","278","212","47","3","","","","46","119774507"
"20201","A","골목상권","3110565","홍익대","50","467","67","5","1","","278","212","47","3","","","","46","119774507"
"20194","A","골목상권","3110565","홍익대","50","467","67","5","1","","278","212","47","3","","","","46","119774507"
"20224","A","골목상권","3110419","수락산디자인거리","29","161","82","24","","","45","123","25","37","23","14","","60","204465379"
"20223","A","골목상권","3110419","수락산디자인거리","29","161","82","24","","","45","123","25","37","23","14","","60","204465379"
"20222","A","골목상권","3110419","수락산디자인거리","29","161","82","24","","","45","123","25","37","23","14","","60","204465379"
"20221","A","골목상권","3110419","수락산디자인거리","29","161","82","24","","","45","123","25","37","23","14","","60","204465379"
"20214","A","골목상권","3110419","수락산디자인거리","29","161","82","24","","","45","123","25","37","23","14","","60","204465379"
"20213","A","골목상권","3110419","수락산디자인거리","36","304","432","99","","","180","146","214","230","65","","","55","159146428"
"20212","A","골목상권","3110419","수락산디자인거리","36","304","432","99","","","180","146","214","230","65","","","55","159146428"
"20211","A","골목상권","3110419","수락산디자인거리","36","304","432","99","","","180","146","214","230","65","","","55","159146428"
"20204","A","골목상권","3110419","수락산디자인거리","36","304","432","99","","","180","146","214","230","65","","","55","159146428"
"20203","A","골목상권","3110419","수락산디자인거리","36","304","432","99","","","180","146","214","230","65","","","55","159146428"
"20202","A","골목상권","3110419","수락산디자인거리","36","304","432","99","","","180","146","214","230","65","","","55","159146428"
"20201","A","골목상권","3110419","수락산디자인거리","36","304","432","99","","","180","146","214","230","65","","","55","159146428"
"20194","A","골목상권","3110419","수락산디자인거리","36","304","432","99","","","180","146","214","230","65","","","55","159146428"
"20224","A","골목상권","3110531","홍지문","4","23","19","","","","22","20","","","","","","47","103402462"
"20223","A","골목상권","3110531","홍지문","4","23","19","","","","22","20","","","","","","47","103402462"
"20222","A","골목상권","3110531","홍지문","4","23","19","","","","22","20","","","","","","47","103402462"
"20221","A","골목상권","3110531","홍지문","4","23","19","","","","22","20","","","","","","47","103402462"
"20214","A","골목상권","3110531","홍지문","4","23","19","","","","22","20","","","","","","47","103402462"
"20213","A","골목상권","3110531","홍지문","3","22","23","","","","21","24","","","","","","58","108838450"
"20212","A","골목상권","3110531","홍지문","3","22","23","","","","21","24","","","","","","58","108838450"
"20211","A","골목상권","3110531","홍지문","3","22","23","","","","21","24","","","","","","58","108838450"
